Event ID,Event,Begin Date,End Date,Summary,Estimated Cost (Billions),Deaths,State,Category
92,Hurricane Ike,9/12/08,9/14/08,"Category 2 hurricane makes landfall in Texas, as the largest (in size) Atlantic hurricane on record, causing considerable storm surge in coastal TX and significant wind and flooding damage in TX, LA, AR, TN, IL, IN, KY, MO, OH, MI and PA. Severe gasoline shortages occurred in the southeast U.S. due to damaged oil platforms, storage tanks, pipelines and off-line refineries.",$34.8 CI,112,IN,Tropical Cyclone
92,Hurricane Ike,9/12/08,9/14/08,"Category 2 hurricane makes landfall in Texas, as the largest (in size) Atlantic hurricane on record, causing considerable storm surge in coastal TX and significant wind and flooding damage in TX, LA, AR, TN, IL, IN, KY, MO, OH, MI and PA. Severe gasoline shortages occurred in the southeast U.S. due to damaged oil platforms, storage tanks, pipelines and off-line refineries.",$34.8 CI,112,KY,Tropical Cyclone
92,Hurricane Ike,9/12/08,9/14/08,"Category 2 hurricane makes landfall in Texas, as the largest (in size) Atlantic hurricane on record, causing considerable storm surge in coastal TX and significant wind and flooding damage in TX, LA, AR, TN, IL, IN, KY, MO, OH, MI and PA. Severe gasoline shortages occurred in the southeast U.S. due to damaged oil platforms, storage tanks, pipelines and off-line refineries.",$34.8 CI,112,LA,Tropical Cyclone
92,Hurricane Ike,9/12/08,9/14/08,"Category 2 hurricane makes landfall in Texas, as the largest (in size) Atlantic hurricane on record, causing considerable storm surge in coastal TX and significant wind and flooding damage in TX, LA, AR, TN, IL, IN, KY, MO, OH, MI and PA. Severe gasoline shortages occurred in the southeast U.S. due to damaged oil platforms, storage tanks, pipelines and off-line refineries.",$34.8 CI,112,MO,Tropical Cyclone
92,Hurricane Ike,9/12/08,9/14/08,"Category 2 hurricane makes landfall in Texas, as the largest (in size) Atlantic hurricane on record, causing considerable storm surge in coastal TX and significant wind and flooding damage in TX, LA, AR, TN, IL, IN, KY, MO, OH, MI and PA. Severe gasoline shortages occurred in the southeast U.S. due to damaged oil platforms, storage tanks, pipelines and off-line refineries.",$34.8 CI,112,OH,Tropical Cyclone
92,Hurricane Ike,9/12/08,9/14/08,"Category 2 hurricane makes landfall in Texas, as the largest (in size) Atlantic hurricane on record, causing considerable storm surge in coastal TX and significant wind and flooding damage in TX, LA, AR, TN, IL, IN, KY, MO, OH, MI and PA. Severe gasoline shortages occurred in the southeast U.S. due to damaged oil platforms, storage tanks, pipelines and off-line refineries.",$34.8 CI,112,PA,Tropical Cyclone
92,Hurricane Ike,9/12/08,9/14/08,"Category 2 hurricane makes landfall in Texas, as the largest (in size) Atlantic hurricane on record, causing considerable storm surge in coastal TX and significant wind and flooding damage in TX, LA, AR, TN, IL, IN, KY, MO, OH, MI and PA. Severe gasoline shortages occurred in the southeast U.S. due to damaged oil platforms, storage tanks, pipelines and off-line refineries.",$34.8 CI,112,TX,Tropical Cyclone
93,Hurricane Gustav,8/31/08,9/3/08,"Category 2 hurricane makes landfall in Louisiana causing significant wind, storm surge, and flooding damage in AL, AR, LA, and MS.",$7.0 CI,53,AL,Tropical Cyclone
93,Hurricane Gustav,8/31/08,9/3/08,"Category 2 hurricane makes landfall in Louisiana causing significant wind, storm surge, and flooding damage in AL, AR, LA, and MS.",$7.0 CI,53,AR,Tropical Cyclone
93,Hurricane Gustav,8/31/08,9/3/08,"Category 2 hurricane makes landfall in Louisiana causing significant wind, storm surge, and flooding damage in AL, AR, LA, and MS.",$7.0 CI,53,LA,Tropical Cyclone
93,Hurricane Gustav,8/31/08,9/3/08,"Category 2 hurricane makes landfall in Louisiana causing significant wind, storm surge, and flooding damage in AL, AR, LA, and MS.",$7.0 CI,53,MS,Tropical Cyclone
94,Hurricane Dolly,7/23/08,7/25/08,Category 2 hurricane makes landfall in southern Texas causing considerable wind and flooding damage in TX and NM.,$1.5 CI,3,NM,Tropical Cyclone
94,Hurricane Dolly,7/23/08,7/25/08,Category 2 hurricane makes landfall in southern Texas causing considerable wind and flooding damage in TX and NM.,$1.5 CI,3,TX,Tropical Cyclone
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,IA,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,IL,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,IN,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,KS,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,MI,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,MN,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,MO,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,NE,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,OK,Flooding
95,Midwest Flooding,4/1/08,6/30/08,"Heavy rain and flooding caused significant agricultural loss and property damage in IA, IL, IN, MO, MN, NE, and WI with IA being hardest hit with widespread rainfall totals ranging from 4 to over 16 inches.",$11.6 CI,24,WI,Flooding
96,Midwest/ Mid-Atlantic Severe Weather,6/6/08,6/12/08,"An outbreak of tornadoes and thunderstorms over the Midwest/Mid-Atlantic states (IA, IL, IN, KS, NE, MI, MN, MO, OK, WI, MD, VA, WV).",$1.9 CI,18,CT,Severe Storm
96,Midwest/ Mid-Atlantic Severe Weather,6/6/08,6/12/08,"An outbreak of tornadoes and thunderstorms over the Midwest/Mid-Atlantic states (IA, IL, IN, KS, NE, MI, MN, MO, OK, WI, MD, VA, WV).",$1.9 CI,18,IA,Severe Storm
96,Midwest/ Mid-Atlantic Severe Weather,6/6/08,6/12/08,"An outbreak of tornadoes and thunderstorms over the Midwest/Mid-Atlantic states (IA, IL, IN, KS, NE, MI, MN, MO, OK, WI, MD, VA, WV).",$1.9 CI,18,IL,Severe Storm
96,Midwest/ Mid-Atlantic Severe Weather,6/6/08,6/12/08,"An outbreak of tornadoes and thunderstorms over the Midwest/Mid-Atlantic states (IA, IL, IN, KS, NE, MI, MN, MO, OK, WI, MD, VA, WV).",$1.9 CI,18,IN,Severe Storm
96,Midwest/ Mid-Atlantic Severe Weather,6/6/08,6/12/08,"An outbreak of tornadoes and thunderstorms over the Midwest/Mid-Atlantic states (IA, IL, IN, KS, NE, MI, MN, MO, OK, WI, MD, VA, WV).",$1.9 CI,18,KS,Severe Storm
96,Midwest/ Mid-Atlantic Severe Weather,6/6/08,6/12/08,"An outbreak of tornadoes and thunderstorms over the Midwest/Mid-Atlantic states (IA, IL, IN, KS, NE, MI, MN, MO, OK, WI, MD, VA, WV).",$1.9 CI,18,MI,Severe Storm
