Event ID,Event,Begin Date,End Date,Summary,Estimated Cost (Billions),Deaths,State,Category
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,IA,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,IL,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,KS,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,MN,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,MO,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,NE,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,NY,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,PA,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,TX,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,VA,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,WI,Severe Storm
0,Minnesota Hail Storm and Upper Midwest Severe Weather,6/9/17,6/16/17,"Severe hail and high wind damage impacting numerous states including MN,WI,WY,TX,IA,IL,KS,MO,NE,NY,PA,VA. The Minneapolis metro area in particular was damaged from large, destructive hail impacting many buildings and vehicles. This damage is comparable to the May 15, 1998 Minnesota hail storm that was also very costly.",$2.5 CI,0,WY,Severe Storm
1,Colorado Hail Storm and Central Severe Weather,5/8/17,5/11/17,"Hail storm and wind damage impacting several states including CO,OK,TX,NM,MO. The most costly impacts were in the Denver metro region where baseball-sized hail caused the most expensive hail storm in Colorado history, with insured losses exceeding 1.5 billion.",$2.2 CI,0,CO,Severe Storm
1,Colorado Hail Storm and Central Severe Weather,5/8/17,5/11/17,"Hail storm and wind damage impacting several states including CO,OK,TX,NM,MO. The most costly impacts were in the Denver metro region where baseball-sized hail caused the most expensive hail storm in Colorado history, with insured losses exceeding 1.5 billion.",$2.2 CI,0,MO,Severe Storm
1,Colorado Hail Storm and Central Severe Weather,5/8/17,5/11/17,"Hail storm and wind damage impacting several states including CO,OK,TX,NM,MO. The most costly impacts were in the Denver metro region where baseball-sized hail caused the most expensive hail storm in Colorado history, with insured losses exceeding 1.5 billion.",$2.2 CI,0,NM,Severe Storm
1,Colorado Hail Storm and Central Severe Weather,5/8/17,5/11/17,"Hail storm and wind damage impacting several states including CO,OK,TX,NM,MO. The most costly impacts were in the Denver metro region where baseball-sized hail caused the most expensive hail storm in Colorado history, with insured losses exceeding 1.5 billion.",$2.2 CI,0,OK,Severe Storm
1,Colorado Hail Storm and Central Severe Weather,5/8/17,5/11/17,"Hail storm and wind damage impacting several states including CO,OK,TX,NM,MO. The most costly impacts were in the Denver metro region where baseball-sized hail caused the most expensive hail storm in Colorado history, with insured losses exceeding 1.5 billion.",$2.2 CI,0,TX,Severe Storm
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,AL,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,AR,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,IL,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,IN,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,KY,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,LA,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,MO,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,MS,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,OH,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,OK,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,TN,Flooding
2,Missouri and Arkansas Flooding and Central Severe Weather,4/25/17,5/7/17,"A period of heavy rainfall up to 15 inches over a multi-state region in the Midwest caused historic levels of flooding along many rivers. The flooding was most severe in Missouri, Arkansas and southern Illinois where levees were breached and towns were flooded. There was widespread damage to homes, businesses, infrastructure and agriculture. Severe storms also caused additional impacts during the flooding event across a number of central and southern states.",$1.7 CI,20,TX,Flooding
3,South/ Southeast Severe Weather,3/26/17,3/28/17,"Large hail and high winds in Texas north of the Dallas metro region caused widespread damage to structures and vehicles. Severe storms also caused damage across several other states (OK,TN,KY,MS,AL) due to the combination of high winds, hail and tornadoes.",$2.1 CI,0,AL,Severe Storm
3,South/ Southeast Severe Weather,3/26/17,3/28/17,"Large hail and high winds in Texas north of the Dallas metro region caused widespread damage to structures and vehicles. Severe storms also caused damage across several other states (OK,TN,KY,MS,AL) due to the combination of high winds, hail and tornadoes.",$2.1 CI,0,KY,Severe Storm
3,South/ Southeast Severe Weather,3/26/17,3/28/17,"Large hail and high winds in Texas north of the Dallas metro region caused widespread damage to structures and vehicles. Severe storms also caused damage across several other states (OK,TN,KY,MS,AL) due to the combination of high winds, hail and tornadoes.",$2.1 CI,0,MS,Severe Storm
3,South/ Southeast Severe Weather,3/26/17,3/28/17,"Large hail and high winds in Texas north of the Dallas metro region caused widespread damage to structures and vehicles. Severe storms also caused damage across several other states (OK,TN,KY,MS,AL) due to the combination of high winds, hail and tornadoes.",$2.1 CI,0,OK,Severe Storm
3,South/ Southeast Severe Weather,3/26/17,3/28/17,"Large hail and high winds in Texas north of the Dallas metro region caused widespread damage to structures and vehicles. Severe storms also caused damage across several other states (OK,TN,KY,MS,AL) due to the combination of high winds, hail and tornadoes.",$2.1 CI,0,TN,Severe Storm
3,South/ Southeast Severe Weather,3/26/17,3/28/17,"Large hail and high winds in Texas north of the Dallas metro region caused widespread damage to structures and vehicles. Severe storms also caused damage across several other states (OK,TN,KY,MS,AL) due to the combination of high winds, hail and tornadoes.",$2.1 CI,0,TX,Severe Storm
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,AL,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,FL,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,GA,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,KY,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,MS,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,NC,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,SC,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,TN,Freeze
4,Southeast Freeze,3/14/17,3/16/17,"Severe freeze heavily damaged fruit crops across several southeastern states (SC,GA,NC,TN,AL,MS,FL,KY,VA). Mid-March freezes are not climatologically unusual in the Southeast, however many crops were blooming 3+ weeks early due to unusually warm temperatures during the preceding weeks. Damage was most severe in Georgia and South Carolina. Crops most impacted include peaches, blueberries, strawberries and apples, among others.",$1.0 CI,0,VA,Freeze
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,AR,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,IA,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,IL,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,KS,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,MI,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,MN,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,MO,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,NE,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,NY,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,OH,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,OK,Severe Storm
5,Midwest Tornado Outbreak,3/6/17,3/8/17,"Tornado outbreak and wind damage across many Midwestern states (AR,IA,IL,KS,MI,MN,MO,NE,NY,OH,WI). Missouri and Illinois were impacted by numerous tornadoes while Michigan and New York were affected by destructive, straight-line winds following the storm system. Nearly one million customers lost power in Michigan alone due to sustained high winds, which affected several states from Illinois to New York.",$2.1 CI,2,WI,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,AL,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,AR,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,GA,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,IA,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,IL,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,IN,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,KY,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,MD,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,MI,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,MO,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,NC,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,OH,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,SC,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,TN,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,VA,Severe Storm
6,Central/ Southeast Tornado Outbreak,2/28/17,3/1/17,Over 70 tornadoes developed during a widespread outbreak across many central and southern states causing significant damage. There was also widespread straight-line wind and hail damage. This was the second large tornado outbreak to occur early in 2017.,$1.8 CI,6,WV,Severe Storm
7,California Flooding,2/8/17,2/22/17,"Heavy, persistent rainfall across northern and central California created substantial property and infrastructure damage from flooding, landslides and erosion. Notable impacts include severe damage to the Oroville Dam spillway, which caused a multi-day evacuation of 188,000 residents downstream. Excessive rainfall also caused flood damage in the city of San Jose, as Coyote Creek overflowed its banks and inundated neighborhoods forcing 14,000 residents to evacuate.",$1.5 CI,5,CA,Flooding
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,AL,Severe Storm
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,CA,Severe Storm
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,FL,Severe Storm
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,GA,Severe Storm
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,LA,Severe Storm
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,MS,Severe Storm
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,SC,Severe Storm
8,Southern Tornado Outbreak and Western Storms,1/20/17,1/22/17,"High wind damage occurred across southern California near San Diego followed by 79 confirmed tornadoes during an outbreak across many southern states including AL,FL,GA,LA,MS,SC and TX. This was the 3rd most tornadoes to occur in a single outbreak during a winter month (Dec.-Feb.) for records going back to 1950.",$1.1 CI,24,TX,Severe Storm
